Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
imhd.sk,Compeko CS s. r. o.,4.0,4.0,Sectigo Limited,167,37,9,171,63,1,1,1,1,0,0,51013,200,nginx/1.15.5,2.81,0.14,0.71,0.0,0.0,1,3,0,0,False,6,False,False,Slovakia,0
vysneopatske.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.32,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,Slovakia,0
odcitadela.sk,"WebHouse, s.r.o.",4.0,2.0,None,39,86,110,243,51,1,1,1,1,0,1,29405,200,Apache,3.39,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
hoteltatra.sk,Websupport s.r.o.,4.0,2.0,Sectigo Limited,224,37,9,175,179,1,1,1,1,0,1,51013,200,openresty,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
101drogerie.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,26,37,9,175,179,1,1,1,1,0,1,51013,200,openresty,3.38,0.29,0.43,0.21,0.0,2,2,3,0,False,13,False,False,Slovakia,0
oma.sk,"Platon Technologies, s.r.o.",4.0,3.0,None,30,185,161,175,29,1,1,1,1,0,0,5578,200,Apache/2.4.63 (Debian),2.58,0.33,0.5,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
cosslovensko.sk,Key-Systems GmbH,4.0,1.0,Let's Encrypt,54,158,222,2,22,1,0,0,0,0,0,63119,200,Apache,2.92,0.27,0.67,0.0,0.0,1,3,0,0,False,14,True,False,United States,1
autotrendy.sk,"Platon Technologies, s.r.o.",4.0,3.0,Let's Encrypt,15,85,248,228,151,1,1,1,1,0,0,5578,200,nginx,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
tatra-banka.alice.sk,Websupport s.r.o.,4.0,3.0,None,0,5,223,43,29,1,0,0,0,0,0,215859,200,LiteSpeed,3.44,0.35,0.5,0.0,0.05,1,2,0,1,False,19,False,False,Singapore,1
fossilbratislava.sk,NETIM,4.0,3.0,Let's Encrypt,53,196,196,192,232,1,0,0,0,0,0,41564,403,Apache/2,3.37,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Ireland,1
louboutinvypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,58,196,245,153,196,1,0,0,0,0,0,41564,200,Apache,4.12,0.4,0.55,0.0,0.0,2,2,0,0,False,19,True,False,Slovakia,1
calvinkleinbratislava.sk,NETIM,4.0,4.0,Google Trust Services,60,172,67,218,53,2,0,0,1,0,0,13335,403,cloudflare,3.52,0.33,0.62,0.0,0.0,2,3,0,0,False,23,True,False,Canada,1
guessslovakia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,45,196,196,204,42,1,0,0,0,0,0,58065,200,Apache,3.25,0.38,0.56,0.0,0.0,2,4,0,0,False,15,True,False,Finland,1
cityhotel.sk,KIOS a.s.,4.0,3.0,None,54,37,9,175,181,1,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
billabongslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,33,158,222,2,6,1,0,0,0,0,0,63119,200,Apache,3.43,0.29,0.67,0.0,0.0,1,4,0,0,False,20,True,False,United States,1
sered.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,42,46,234,109,102,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
zeliezovce.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,85,88,86,102,4,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.18,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Czechia,0
dr-martens.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,74,196,196,38,105,1,0,0,0,0,0,58065,200,Apache,3.39,0.15,0.69,0.0,0.08,1,2,0,1,False,12,False,False,France,1
server.sk,Web Site Design s.r.o.,4.0,2.0,None,0,217,67,23,54,1,1,1,1,0,0,5578,503,Microsoft-HTTPAPI/2.0,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
intimissimislovensko-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,69,165,231,64,55,1,0,0,0,0,0,48950,200,Apache,3.24,0.31,0.62,0.0,0.04,1,3,0,1,False,25,True,True,Germany,1
oncloud.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,29,196,245,230,4,1,0,0,0,0,0,58065,200,Apache,3.12,0.3,0.6,0.0,0.0,2,3,0,0,False,9,False,False,Germany,1
palacearthotel.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,24,217,67,31,32,1,1,1,1,1,1,5578,200,nginx,3.45,0.35,0.59,0.0,0.0,2,3,0,0,False,16,False,False,Slovakia,0
airupslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,66,172,67,185,66,2,0,0,0,0,0,13335,200,cloudflare,3.57,0.35,0.59,0.0,0.0,2,3,0,0,False,16,True,False,Canada,1
kupsito.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,65,104,21,71,162,2,1,1,1,0,0,13335,0,None,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,True,False,Canada,1
fruugo.sk,Eurodns S.A.,4.0,3.0,DigiCert Inc,234,23,202,152,14,1,1,1,1,0,1,16625,200,None,2.95,0.33,0.56,0.0,0.0,2,2,0,0,False,8,False,False,United States,1
caterpillarslovensko.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,33,104,21,93,114,2,0,0,0,0,0,13335,200,cloudflare,3.68,0.3,0.65,0.0,0.0,1,3,0,0,False,22,True,False,Canada,1
trend.sk,News and Media Holding a.s.,4.0,3.0,Let's Encrypt,86,165,22,79,77,1,1,1,1,0,0,14061,200,cloudflare,3.0,0.12,0.75,0.0,0.0,1,2,0,0,False,7,False,False,Germany,0
bapesk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,56,104,21,54,159,2,0,0,0,0,0,13335,200,cloudflare,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,True,Canada,1
haixslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,66,196,196,154,248,1,0,0,0,0,0,58065,200,Apache,3.45,0.31,0.62,0.0,0.0,2,3,0,0,False,15,True,False,Sweden,1
mestosastinstraze.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,30,88,86,102,6,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,3.3,0.3,0.65,0.0,0.0,1,4,0,0,False,19,False,False,Czechia,0
roxyslovensko.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,30,104,21,93,221,2,0,0,0,0,0,13335,403,cloudflare,3.28,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
pumashop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,30,196,245,153,229,1,0,0,0,0,0,41564,200,Apache,3.1,0.27,0.64,0.0,0.0,1,2,0,0,False,10,True,False,Slovakia,1
khujobunda.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,81,172,67,158,146,2,0,0,0,0,0,13335,200,cloudflare,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,True,False,Canada,1
hotelpodjavornik.sk,"Webglobe, s.r.o.",4.0,3.0,Let's Encrypt,25,62,109,155,80,1,1,1,1,0,0,29134,403,nginx,3.89,0.32,0.63,0.0,0.0,1,2,0,0,False,18,False,False,Czechia,0
converseoutlet.sk,NETIM,4.0,2.0,ZeroSSL,80,196,247,180,158,1,0,0,0,0,0,41564,403,Apache/2,3.45,0.35,0.59,0.0,0.0,3,2,0,0,False,16,True,False,Poland,1
jordanslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,32,165,231,87,89,1,0,0,0,0,0,58065,200,Apache,3.42,0.28,0.67,0.0,0.0,1,3,0,0,False,17,True,False,France,1
calvinkleinshop.sk,MarkMonitor International Limited,4.0,2.0,None,0,3,33,139,32,1,0,0,0,0,0,16509,0,None,3.61,0.28,0.67,0.0,0.0,2,3,0,0,False,17,True,False,Canada,1
kuzelka.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,64,37,9,175,196,1,1,1,1,0,0,51013,200,openresty,2.85,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
ocoptima.sk,ANTIK Telecom s.r.o.,4.0,3.0,Let's Encrypt,68,88,212,10,20,1,1,1,1,0,0,42841,200,Apache,3.28,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
tulip.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,53,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
nanamacssale.sk,NETIM,4.0,3.0,Google Trust Services,46,172,67,190,145,2,0,0,0,0,0,13335,403,cloudflare,2.92,0.33,0.6,0.0,0.0,1,3,0,0,False,14,True,False,Canada,1
kupeleciz.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,36,46,229,232,77,1,1,1,1,0,0,29405,200,Apache,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,True,False,Slovakia,0
kupelens.sk,Varro s.r.o.,4.0,3.0,Let's Encrypt,61,185,59,211,127,1,1,1,1,0,0,43541,200,nginx,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,10,True,False,Czechia,0
senec.sk,"SOFTNET plus, spol. s r.o.",4.0,3.0,Let's Encrypt,67,51,91,81,147,1,1,1,1,0,0,16276,200,None,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,France,0
trebisov.sk,INVER spol. s r.o.,4.0,2.0,Let's Encrypt,35,90,64,252,233,1,1,1,1,0,0,15962,200,Microsoft-IIS/10.0,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
stussysk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,64,165,231,64,38,1,0,0,0,0,0,48950,200,Apache,2.22,0.18,0.73,0.0,0.0,1,2,0,0,False,10,False,True,Germany,1
oresnica.sk,"ACOMPUTER, s. r. o.",4.0,2.0,None,74,185,218,31,227,1,0,0,1,0,0,31117,200,openresty,3.28,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
lucenec.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,43,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
automagazin.sk,"Netropolis, s.r.o.",4.0,1.0,Let's Encrypt,51,217,67,28,27,1,1,1,1,0,0,5578,200,Apache,3.47,0.43,0.5,0.0,0.0,2,2,0,0,False,13,False,False,Slovakia,0
supratopanky.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,47,172,67,142,185,2,0,0,0,0,0,13335,403,cloudflare,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,Canada,1
jalta.sk,Websupport s.r.o.,4.0,3.0,None,0,88,99,187,44,1,1,1,1,0,0,24940,503,Microsoft-IIS/10.0,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Germany,0
hotelset.sk,"STZ Marketing, s. r.o.",4.0,2.0,Let's Encrypt,28,37,9,175,131,1,1,1,1,0,1,51013,200,openresty,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
hotelmarrols.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,25,37,9,175,132,1,1,1,1,0,0,51013,200,openresty,3.37,0.27,0.67,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
veja-tenisky.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,59,196,240,121,238,1,0,0,0,0,0,41564,200,Apache,3.51,0.33,0.53,0.0,0.07,1,2,0,1,False,14,True,False,Germany,1
gloriapalac.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,39,116,203,128,201,1,1,1,1,1,1,24940,200,nginx,3.32,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Germany,0
parfoisslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,50,165,231,64,3,1,0,0,0,0,0,48950,200,Apache,3.47,0.32,0.63,0.0,0.0,2,3,0,0,False,18,True,False,Germany,1
ipanemasandale.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,78,104,21,85,192,2,0,0,0,0,0,13335,200,cloudflare,3.26,0.41,0.53,0.0,0.0,1,2,0,0,False,16,False,False,Canada,1
hajenkahotel.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,21,37,9,175,188,1,1,1,1,0,0,51013,200,openresty,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
raca.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,70,85,248,130,135,1,1,1,1,0,0,5578,200,Apache,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
betor-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,73,104,21,79,41,2,1,0,0,0,0,13335,200,cloudflare,3.1,0.18,0.64,0.0,0.09,1,2,0,1,False,10,False,True,Canada,1
ugg-sk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,82,196,245,230,16,1,0,0,0,0,0,58065,200,Apache,2.5,0.11,0.67,0.0,0.11,1,2,0,1,False,8,False,True,Germany,1
abasoft.sk,EuroNET Slovakia s.r.o.,4.0,3.0,None,0,213,215,124,70,1,1,1,0,0,1,5578,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
obeyclothingbratislava.sk,NETIM,4.0,3.0,Let's Encrypt,39,196,240,190,62,1,0,0,0,0,0,41564,403,nginx,3.97,0.36,0.6,0.0,0.0,2,4,0,0,False,24,True,False,Singapore,1
enviroportal.sk,Slovenská agentúra životného prostredia,4.0,3.0,DigiCert Inc,123,194,160,222,84,1,1,1,1,0,0,2607,200,Apache,3.64,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
minv.sk,"Slovak Telekom, a.s.",4.0,3.0,Disig a.s.,34,213,81,150,11,1,1,1,1,0,0,6855,200,Apache,2.81,0.14,0.71,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
betform-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,37,104,21,1,120,2,0,0,0,0,0,13335,520,cloudflare,3.39,0.15,0.69,0.0,0.08,1,2,0,1,False,12,False,True,Canada,1
calzadonna.sk,Key-Systems GmbH,4.0,1.0,None,0,5,22,145,121,2,0,0,0,0,1,16509,200,cloudflare,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Germany,1
forbes.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Google Trust Services,39,104,26,0,241,3,1,1,1,0,1,13335,403,cloudflare,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Canada,0
hotelgrandnz.sk,"WebHouse, s.r.o.",4.0,3.0,None,98,46,229,230,45,1,1,1,1,0,1,29405,200,Apache,3.77,0.2,0.73,0.0,0.0,1,4,0,0,False,14,False,False,Slovakia,0
futurewin.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,53,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,1
starting.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,25,92,240,253,14,1,1,1,1,0,0,29405,200,None,3.1,0.18,0.73,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
kupelecks.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,54,46,101,69,153,2,1,1,1,0,0,14061,400,nginx,2.86,0.25,0.67,0.0,0.0,1,3,0,0,False,11,True,False,Germany,0
hotelrocakosice.sk,"ALKA SK, s.r.o.",4.0,1.0,Sectigo Limited,77,46,28,107,96,1,1,1,1,1,1,197019,200,Apache,3.46,0.39,0.56,0.0,0.0,1,2,0,0,False,17,False,False,Czechia,0
basetools.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,71,104,26,8,61,3,1,0,1,0,0,13335,403,cloudflare,3.02,0.33,0.58,0.0,0.0,2,2,0,0,False,11,False,False,Canada,1
trapstartricko.sk,"WebHouse, s.r.o.",3.0,2.0,Google Trust Services,35,172,67,188,166,2,0,0,0,0,0,13335,403,cloudflare,3.18,0.24,0.71,0.0,0.0,1,3,0,0,False,16,False,False,Canada,1
kvhk.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,24,37,9,175,188,1,1,1,1,0,0,51013,200,openresty,2.13,0.0,0.86,0.0,0.0,0,4,0,0,False,6,False,False,Slovakia,0
supreme-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,38,196,244,195,184,1,0,0,0,0,0,41564,200,Apache,3.03,0.23,0.62,0.0,0.08,1,2,0,1,False,12,False,True,Singapore,1
vivaia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,46,165,231,64,49,1,0,0,0,0,0,48950,200,Apache,2.5,0.44,0.44,0.0,0.0,3,2,0,0,False,8,False,False,Germany,1
kiplingsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,85,196,196,202,50,1,0,0,0,0,0,58065,200,Apache,2.86,0.17,0.75,0.0,0.0,1,4,0,0,False,11,False,True,Finland,1
hotelhydro.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,55,37,9,175,132,1,1,1,1,0,0,51013,200,openresty,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
golfer.sk,"WEBY GROUP, s.r.o.",4.0,3.0,None,0,217,67,22,56,1,1,1,1,0,1,5578,200,nginx,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
trencin.sk,EuroNET Slovakia s.r.o.,4.0,2.0,Let's Encrypt,14,31,31,74,15,1,1,1,1,0,1,197019,200,Apache,3.12,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
hotelvrsatec.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,48,37,9,175,188,1,0,0,1,0,0,51013,200,openresty,3.51,0.27,0.67,0.0,0.0,1,4,0,0,False,14,False,False,Slovakia,0
quiksilver-europe.sk,MarkMonitor International Limited,4.0,3.0,None,0,3,33,139,32,1,0,0,0,0,0,16509,200,cloudflare,3.58,0.4,0.5,0.0,0.05,2,2,0,1,False,19,True,False,Canada,1
trapstar-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,57,104,21,33,185,2,0,0,0,0,0,13335,200,cloudflare,2.9,0.14,0.71,0.0,0.07,1,3,0,1,False,13,False,True,Canada,1
carlton.sk,CyberData s.r.o.,4.0,4.0,Let's Encrypt,37,37,9,175,195,1,1,1,1,0,1,51013,200,openresty,3.32,0.2,0.7,0.0,0.0,1,3,0,0,False,9,False,False,Slovakia,0
anekkesk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,74,172,67,134,238,2,0,0,0,0,0,13335,200,cloudflare,2.37,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,True,Canada,1
c-and-aslovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,70,165,231,64,6,1,0,0,0,0,0,48950,200,Apache,3.47,0.26,0.58,0.0,0.11,1,3,0,1,False,18,True,False,None,1
fitfloponsale.sk,NETIM,4.0,3.0,Google Trust Services,57,104,21,95,24,2,0,0,0,0,0,13335,403,cloudflare,3.5,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
poleneslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,70,104,21,17,160,2,0,0,0,0,0,13335,200,cloudflare,3.04,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Canada,1
letakakcia.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,76,78,24,14,160,1,0,0,0,0,0,43541,404,nginx,2.97,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Czechia,1
dpmk.sk,"SWAN, a. s.",4.0,2.0,Let's Encrypt,49,81,2,254,14,1,1,1,1,0,0,24806,200,nginx/1.18.0 (Ubuntu),2.52,0.0,0.86,0.0,0.0,0,4,0,0,False,6,False,False,Czechia,0
mestotlmace.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,82,88,86,103,135,1,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,3.24,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Czechia,0
stupava.sk,Positive s.r.o.,4.0,3.0,Let's Encrypt,77,88,86,102,11,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
fashy.sk,"ACTIVE 24, s.r.o.",4.0,4.0,None,0,162,159,136,54,2,1,1,1,0,0,13335,409,cloudflare,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Canada,1
calzadona.sk,Key-Systems GmbH,4.0,1.0,None,0,5,22,145,121,2,0,0,0,0,1,16509,200,cloudflare,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Germany,1
hoteljanosik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,82,37,9,175,133,1,1,1,1,1,0,51013,200,openresty,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
nvgtnoutlet.sk,NETIM,4.0,3.0,ZeroSSL,48,196,244,195,48,1,0,0,0,0,0,41564,403,Apache/2,3.32,0.21,0.71,0.0,0.0,2,5,0,0,False,13,True,False,Singapore,1
tale.sk,ŽP Informatika s.r.o.,4.0,3.0,DigiCert Inc,102,212,5,218,7,1,1,1,1,0,1,6855,200,nginx,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
asshoesslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,42,196,245,153,204,1,0,0,0,0,0,41564,200,Apache,2.97,0.32,0.63,0.0,0.0,2,3,0,0,False,18,True,False,Slovakia,1
garwood.sk,"WEDOS Internet, a.s.",4.0,3.0,Let's Encrypt,85,78,24,11,234,1,0,0,1,0,0,43541,200,nginx,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Czechia,1
dennikn.sk,Websupport s.r.o.,4.0,2.0,Sectigo Limited,334,92,60,51,22,2,1,1,1,0,1,44185,200,None,2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Canada,0
mikulas.sk,"IMAFEX, s.r.o.",4.0,3.0,Let's Encrypt,49,212,57,32,4,1,1,1,1,0,1,48689,200,nginx,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
hotelsteve.sk,NETIM,3.0,3.0,Google Trust Services,41,104,21,32,1,7,0,0,0,0,0,13335,200,cloudflare,3.03,0.31,0.62,0.0,0.0,1,3,0,0,False,12,False,False,Canada,0
digitalnaznamka-rakusko.sk,InterNetX GmbH,4.0,3.0,None,0,185,104,28,27,1,0,0,1,0,0,206281,200,Apache/2.4.6 (CentOS),3.72,0.35,0.58,0.0,0.04,1,2,0,1,False,25,False,False,The Netherlands,1
teveoshop.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,72,104,21,82,236,2,0,0,0,0,0,13335,200,cloudflare,3.08,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Canada,1
bonitaaurelia.sk,"WEDOS Internet, a.s.",4.0,3.0,Let's Encrypt,85,78,24,11,233,1,0,0,1,0,0,43541,200,nginx,3.58,0.5,0.44,0.0,0.0,3,2,0,0,False,15,False,False,Czechia,1
salomoslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,73,196,240,121,145,1,0,0,0,0,0,41564,200,Apache,3.06,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Germany,1
polepynamobil.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,35,77,78,104,3,1,1,1,1,0,1,15685,200,nginx,3.62,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Czechia,1
mancini.sk,"ACTIVE 24, s.r.o.",4.0,1.0,Google Trust Services,38,162,159,137,54,2,1,1,1,0,1,13335,200,cloudflare,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Canada,1
bonky.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,0,162,159,136,54,2,1,1,1,0,0,13335,409,cloudflare,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Canada,1
cpppapsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,85,172,67,152,95,2,0,0,0,0,0,13335,403,cloudflare,2.37,0.09,0.82,0.0,0.0,1,4,0,0,False,10,False,True,Canada,1
hotelyplus.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,37,92,240,253,18,1,1,1,1,0,0,29405,200,None,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
vagabondtopanky.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,60,172,67,204,82,2,0,0,0,0,0,13335,403,cloudflare,3.57,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Canada,1
michaelkorssk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,82,196,245,153,208,1,0,0,0,0,0,41564,200,Apache,3.41,0.25,0.69,0.0,0.0,2,4,0,0,False,15,False,True,Slovakia,1
hurbanovo.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,13,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
skiland.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,86,80,211,194,225,1,1,1,1,0,0,24806,200,Apache/2.4.41 (Ubuntu),2.92,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
standard.sk,Websupport s.r.o.,4.0,4.0,Google Trust Services,32,172,66,0,96,2,1,1,1,0,1,13335,200,cloudflare,2.91,0.18,0.73,0.0,0.0,1,2,0,0,False,10,False,False,Canada,0
pumaeshop.sk,"WEDOS Internet, a.s.",3.0,3.0,Google Trust Services,84,104,21,96,1,7,0,0,0,0,0,13335,520,cloudflare,3.25,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Canada,1
expert4u.blog.pravda.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,179,185,65,220,36,1,0,0,0,0,0,48689,200,Apache/2.4.52 (Ubuntu),3.97,0.26,0.57,0.04,0.0,1,2,1,0,False,22,False,False,Slovakia,1
bonusfinance.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,45,37,9,175,188,1,1,1,1,0,0,51013,200,openresty,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,1
